Cordoba,,Spain,X,37.88938,-4.77335,2,<li><a href="http://dx.doi.org/10.1016/j.jval.2012.08.1703">Font (2012) VALUE HEALTH</a></li><li><a href="http://dx.doi.org/10.1016/j.jval.2012.08.470">Font (2012) VALUE HEALTH</a></li>
Cork,,Ireland,X,51.89059,-8.46034,1,<li><a href="http://dx.doi.org/10.1111/j.1600-0528.2011.00651.x">Tsakos (2012) COMMUNITY DENT ORAL</a></li>
Corunna,,Spain,X,43.35111,-8.41295,3,<li><a href="http://dx.doi.org/10.1016/j.arbres.2012.05.009">Guell (2012) ARCH BRONCONEUMOL</a></li><li><a href="http://dx.doi.org/10.1016/j.transproceed.2012.01.114">Ortega (2012) TRANSPL P</a></li><li><a href="http://dx.doi.org/10.3109/00365521.2012.654403">Iglesias-Rey (2012) SCAND J GASTROENTERO</a></li>
Corvallis,,United States,97331,44.56354,-123.28205,1,<li><a href="http://dx.doi.org/10.2460/javma.240.10.1188">Freeman (2012) JAVMA-J AM VET MED A</a></li>
Cottingham,,United Kingdom,HU16,53.77988,-0.41669,1,<li><a href="http://dx.doi.org/10.1002/14651858.CD003573.pub2">Jeppesen (2012) COCHRANE DB SYST REV</a></li>
Coventry,,United Kingdom,CV4 7AL,52.37373,-1.55234,7,<li><a href="http://dx.doi.org/10.3310/hta16490">Lamb (2012) HEALTH TECHNOL ASSES</a></li><li><a href="http://dx.doi.org/10.1186/1745-6215-13-170">McAuley (2012) TRIALS</a></li><li><a href="http://dx.doi.org/10.1186/1745-6215-13-164">Armstrong (2012) TRIALS</a></li><li><a href="http://dx.doi.org/10.1016/j.arthro.2012.03.013">Mohtadi (2012) ARTHROSCOPY</a></li><li><a href="http://dx.doi.org/10.1016/j.arthro.2012.02.027">Griffin (2012) ARTHROSCOPY</a></li><li><a href="http://dx.doi.org/10.1016/j.pain.2011.11.016">Lamb (2012) PAIN</a></li><li><a href="http://dx.doi.org/10.1136/bmjopen-2012-002169">Snooks (2012) BMJ OPEN</a></li>
Covilha,,Portugal,X,40.28077,-7.50438,1,<li><a href="http://dx.doi.org/10.1590/S0004-282X2012000200007">Costa (2012) ARQ NEURO-PSIQUIAT</a></li>
Crans-montana,,Switzerland,3963,46.30941,7.47872,1,<li><a href="http://dx.doi.org/10.1159/000329884">Puhan (2012) RESPIRATION</a></li>
Crete,,Greece,X,35.30846,24.91598,2,<li><a href="http://dx.doi.org/10.1007/s11695-012-0628-x">Charalampakis (2012) OBES SURG</a></li><li><a href="http://dx.doi.org/10.1007/s11695-012-0628-x">Charalampakis (2012) OBES SURG</a></li>
Creteil,,France,94010,48.78889,2.45203,2,<li><a href="http://dx.doi.org/10.1378/chest.11-2196">Luyt (2012) CHEST</a></li><li><a href="http://dx.doi.org/10.1186/1471-230X-12-11">Bezemer (2012) BMC GASTROENTEROL</a></li>
Crosshouse,,United Kingdom,KA2 0BE,55.61398,-4.53817,1,<li><a href="http://dx.doi.org/10.1097/MOO.0b013e32834f5fef">Pace-Balzan (2012) CURR OPIN OTOLARYNGO</a></li>
Cruz Quebrada-Dafundo,,Portugal,1495,38.70243,-9.25112,2,<li><a href="http://dx.doi.org/10.1159/000345778">Vieira (2012) OBESITY FACTS</a></li><li><a href="http://dx.doi.org/10.5209/rev_SJOP.2012.v15.n1.37306">Gaspar (2012) SPAN J PSYCHOL</a></li>
Ctr Sleep Med,,Japan,X,32.98449,129.96722,1,<li><a href="http://dx.doi.org/10.1111/j.1872-034X.2012.01043.x">Matsuzaki (2012) HEPATOL RES</a></li>
Cuenca,,Spain,47650,42.05886,-5.05523,5,<li><a href="http://dx.doi.org/10.1016/j.recesp.2011.12.008">Martinez-Vizcaino (2012) REV ESP CARDIOL</a></li><li><a href="http://dx.doi.org/10.1016/j.recesp.2011.12.008">Martinez-Vizcaino (2012) REV ESP CARDIOL</a></li><li><a href="http://dx.doi.org/10.1016/j.recesp.2011.12.008">Martinez-Vizcaino (2012) REV ESP CARDIOL</a></li><li><a href="http://dx.doi.org/10.1016/j.recesp.2011.12.008">Martinez-Vizcaino (2012) REV ESP CARDIOL</a></li><li><a href="http://dx.doi.org/10.1586/ERP.11.104">Carod-Artal (2012) EXPERT REV PHARM OUT</a></li>
Curitiba,,Brazil,80060,-25.43474,-49.2517,5,<li><a href="http://dx.doi.org/10.1007/s00520-011-1293-7">Kluthcovsky (2012) SUPPORT CARE CANCER</a></li><li><a href="http://dx.doi.org/10.1007/s00520-011-1293-7">Kluthcovsky (2012) SUPPORT CARE CANCER</a></li><li><a href="http://dx.doi.org/10.1007/s00520-011-1293-7">Kluthcovsky (2012) SUPPORT CARE CANCER</a></li><li><a href="http://dx.doi.org/10.1111/j.1600-0528.2011.00635.x">Busato (2012) COMMUNITY DENT ORAL</a></li><li><a href="http://dx.doi.org/10.1111/j.1600-0528.2011.00635.x">Busato (2012) COMMUNITY DENT ORAL</a></li>
Cuyahoga Falls,,United States,X,41.13841,-81.48372,1,<li><a href="http://dx.doi.org/10.1097/WON.0b013e318259c441">Erwin-Toth (2012) J WOUND OSTOMY CONT</a></li>
Cwm Taf Hlth Board,,United Kingdom,X,52.88356,-1.97406,1,<li><a href="http://dx.doi.org/10.1186/1745-6215-13-86">Logan (2012) TRIALS</a></li>
DF,,Argentina,X,-37.0907,-63.5848,5,<li><a href="http://dx.doi.org/10.1111/j.1365-2222.2012.04025.x">Maspero (2012) CLIN EXP ALLERGY</a></li><li><a href="http://dx.doi.org/10.1016/j.yebeh.2012.05.005">Hecimovic (2012) EPILEPSY BEHAV</a></li><li><a href="http://dx.doi.org/10.1517/14728214.2012.677949">Perez-Lloret (2012) EXPERT OPIN EMERG DR</a></li><li><a href="http://dx.doi.org/10.1016/j.jval.2011.11.028">Rajmil (2012) VALUE HEALTH</a></li><li><a href="http://dx.doi.org/10.1097/WNF.0b013e31823df2dc">Perez-Lloret (2012) CLIN NEUROPHARMACOL</a></li>
DK-3400 Hillerod,,Denmark,3400,55.93553,12.27143,1,<li><a href="http://dx.doi.org/10.1100/2012/962951">Jacobsen (2012) SCI WORLD J</a></li>
Daegu,,South Korea,X,35.88871,128.61487,8,<li><a href="http://dx.doi.org/10.4048/jbc.2012.15.4.449">Lee (2012) J BREAST CANCER</a></li><li><a href="http://dx.doi.org/10.4048/jbc.2012.15.4.449">Lee (2012) J BREAST CANCER</a></li><li><a href="http://dx.doi.org/10.1007/s00467-012-2262-1">Park (2012) PEDIATR NEPHROL</a></li><li><a href="http://dx.doi.org/10.3928/00989134-20121003-01">Kim (2012) J GERONTOL NURS</a></li><li><a href="http://dx.doi.org/10.1016/j.sleep.2012.05.005">Cho (2012) SLEEP MED</a></li><li><a href="http://dx.doi.org/10.1186/1477-7525-10-59">Park (2012) HEALTH QUAL LIFE OUT</a></li><li><a href="http://dx.doi.org/10.1016/j.jval.2012.03.998">Kim (2012) VALUE HEALTH</a></li><li><a href="http://dx.doi.org/10.1016/j.rmed.2011.09.004">Jung (2012) RESP MED</a></li>
Daejon,,South Korea,X,36.33655,127.4059,4,<li><a href="http://dx.doi.org/10.1111/j.1741-2358.2011.00594.x">Cho (2012) GERODONTOLOGY</a></li><li><a href="http://dx.doi.org/10.1111/j.1741-2358.2011.00594.x">Cho (2012) GERODONTOLOGY</a></li><li><a href="http://dx.doi.org/10.1111/j.1741-2358.2011.00504.x">Hwang (2012) GERODONTOLOGY</a></li><li><a href="http://dx.doi.org/10.4040/jkan.2012.42.3.434">Uhm (2012) J KOREAN ACAD NURS</a></li>
Dakar,,Senegal,X,14.68667,-17.45191,1,<li><a href="http://dx.doi.org/10.1097/QAI.0b013e318245cafe">Duracinsky (2012) JAIDS-J ACQ IMM DEF</a></li>
Dallas,,United States,75390,32.81248,-96.83834,15,<li><a href="http://dx.doi.org/10.1097/MCG.0b013e3182500de8">Cohen (2012) J CLIN GASTROENTEROL</a></li><li><a href="http://dx.doi.org/10.1097/MCG.0b013e3182500de8">Cohen (2012) J CLIN GASTROENTEROL</a></li><li><a href="http://dx.doi.org/10.1177/0034355212440731">Chan (2012) REHABIL COUNS BULL</a></li><li><a href="http://dx.doi.org/10.2500/aap.2012.33.3597">Bewtra (2012) ALLERGY ASTHMA PROC</a></li><li><a href="http://dx.doi.org/10.1002/nau.22232">Hall (2012) NEUROUROL URODYNAM</a></li><li><a href="http://dx.doi.org/10.1016/j.jacc.2012.03.075">Reynolds (2012) J AM COLL CARDIOL</a></li><li><a href="http://dx.doi.org/10.1111/j.1464-410X.2011.10624.x">Kaplan (2012) BJU INT</a></li><li><a href="http://dx.doi.org/10.1097/MAO.0b013e3182522906">Clark (2012) OTOL NEUROTOL</a></li><li><a href="http://dx.doi.org/10.1007/s11136-011-9999-z">Moinpour (2012) QUAL LIFE RES</a></li><li><a href="http://dx.doi.org/10.7326/0003-4819-156-10-201205150-00003">Fan (2012) ANN INTERN MED</a></li><li><a href="http://dx.doi.org/10.1167/iovs.11-8259">Frick (2012) INVEST OPHTH VIS SCI</a></li><li><a href="http://dx.doi.org/10.1089/neu.2011.1838">McCauley (2012) J NEUROTRAUM</a></li><li><a href="http://dx.doi.org/10.1089/neu.2011.1838">McCauley (2012) J NEUROTRAUM</a></li><li><a href="http://dx.doi.org/10.1097/SPV.0b013e31824a021d">Kenton (2012) FEMALE PELVIC MED RE</a></li><li><a href="http://dx.doi.org/10.1002/pbc.23312">Klaassen (2012) PEDIATR BLOOD CANCER</a></li>
Danville,,United States,17822,40.96678,-76.6053,3,<li><a href="http://dx.doi.org/10.1016/S1474-4422(12)70153-9">Perucca (2012) LANCET NEUROL</a></li><li><a href="http://dx.doi.org/10.1016/j.yebeh.2012.05.005">Hecimovic (2012) EPILEPSY BEHAV</a></li><li><a href="http://dx.doi.org/10.1097/JTO.0b013e3182397b3e">Yang (2012) J THORAC ONCOL</a></li>
Dar es Salaam,,Tanzania,X,-6.82292,39.26966,1,<li><a href="http://dx.doi.org/10.1186/1477-7525-10-133">Masika (2012) HEALTH QUAL LIFE OUT</a></li>
Darmstadt,,Germany,X,49.87269,8.65016,1,<li><a href="http://dx.doi.org/10.1016/j.jval.2012.08.1037">Wilke (2012) VALUE HEALTH</a></li>
David Hide Asthma & Allergy Res Ctr,,United Kingdom,X,50.67109,-1.32524,1,<li><a href="http://dx.doi.org/10.1111/j.1399-3038.2012.01302.x">MacKenzie (2012) PEDIAT ALLERG IMM-UK</a></li>
Dayton,,United States,45469,39.7377,-84.17234,2,<li><a href="http://dx.doi.org/10.1097/NPT.0b013e3182621eea">Jackson (2012) J NEUROL PHYS THER</a></li><li><a href="http://dx.doi.org/10.1097/NPT.0b013e3182621eea">Jackson (2012) J NEUROL PHYS THER</a></li>
Debrecen,,Hungary,X,47.53441,21.61928,1,<li><a href="http://dx.doi.org/10.3109/00365521.2012.703233">Horvath (2012) SCAND J GASTROENTERO</a></li>
Decatur,,United States,30322,33.79464,-84.32567,2,<li><a href="http://dx.doi.org/10.1016/j.det.2011.12.001">Chen (2012) DERMATOL CLIN</a></li><li><a href="http://dx.doi.org/10.1016/j.det.2011.11.012">Chen (2012) DERMATOL CLIN</a></li>
Deerfield Beach,,United States,X,26.30496,-80.12781,1,<li><a href="http://dx.doi.org/10.1158/1078-0432.CCR-11-3310">Martin (2012) CLIN CANCER RES</a></li>
Deerfield,,United States,60015,42.16571,-87.85091,1,<li><a href="http://dx.doi.org/10.1111/j.1365-2516.2012.02813.x">Duncan (2012) HAEMOPHILIA</a></li>
Delft,,Netherlands,X,52.0115,4.35869,1,<li><a href="http://dx.doi.org/10.1016/j.jaci.2012.05.037">van der Velde (2012) J ALLERGY CLIN IMMUN</a></li>
Den Bosch,,Netherlands,X,51.69075,5.29824,1,<li><a href="http://dx.doi.org/10.1186/1477-7525-10-108">Verduyn (2012) HEALTH QUAL LIFE OUT</a></li>
Denver,,United States,80202,39.7521,-104.997,17,<li><a href="http://dx.doi.org/10.1007/s11136-011-0069-3">Witt (2012) QUAL LIFE RES</a></li><li><a href="http://dx.doi.org/10.1007/s11136-011-0069-3">Witt (2012) QUAL LIFE RES</a></li><li><a href="http://dx.doi.org/10.1007/s11136-011-0069-3">Witt (2012) QUAL LIFE RES</a></li><li><a href="http://dx.doi.org/10.1111/j.1365-2516.2012.02791.x">Poon (2012) HAEMOPHILIA</a></li><li><a href="http://dx.doi.org/10.1227/NEU.0b013e31826100c9">Tang (2012) NEUROSURGERY</a></li><li><a href="http://dx.doi.org/10.1007/s11136-011-0017-2">Armon (2012) QUAL LIFE RES</a></li><li><a href="http://dx.doi.org/10.3899/jrheum.111531">Genovese (2012) J RHEUMATOL</a></li><li><a href="http://dx.doi.org/10.1007/s11136-011-9986-4">Parsons (2012) QUAL LIFE RES</a></li><li><a href="http://dx.doi.org/10.1007/s11136-011-9986-4">Parsons (2012) QUAL LIFE RES</a></li><li><a href="http://dx.doi.org/10.1016/j.jval.2012.03.1259">Pashos (2012) VALUE HEALTH</a></li><li><a href="http://dx.doi.org/10.1016/j.jval.2012.03.805">Sawicki (2012) VALUE HEALTH</a></li><li><a href="http://dx.doi.org/10.1007/s12160-011-9341-6">Ryu (2012) ANN BEHAV MED</a></li><li><a href="http://dx.doi.org/10.2105/AJPH.2011.300362">Griffin (2012) AM J PUBLIC HEALTH</a></li><li><a href="http://dx.doi.org/10.2165/11586840-000000000-00000">Sullivan (2012) PHARMACOECONOMICS</a></li><li><a href="http://dx.doi.org/10.2165/11586840-000000000-00000">Sullivan (2012) PHARMACOECONOMICS</a></li><li><a href="http://dx.doi.org/10.2165/11586840-000000000-00000">Sullivan (2012) PHARMACOECONOMICS</a></li><li><a href="http://dx.doi.org/10.2165/11586840-000000000-00000">Sullivan (2012) PHARMACOECONOMICS</a></li>
Dept Biomed Sci,,Japan,X,35.24717,136.1094,1,<li><a href="http://dx.doi.org/10.1007/s10549-011-1943-y">Takei (2012) BREAST CANCER RES TR</a></li>
Dept Gen Practice,,Australia,X,-28.04583,153.39775,1,<li><a href="http://dx.doi.org/10.1002/14651858.CD005449.pub2">Valentine (2012) COCHRANE DB SYST REV</a></li>
Dept Infect Dis & Clin Microbiol,,Turkey,X,39.60128,35.09666,1,<li><a href="http://dx.doi.org/10.7883/yoken.65.392">Gul (2012) JPN J INFECT DIS</a></li>
Dept Nephrol,,Turkey,X,41.29711,31.8123,3,<li><a href="http://dx.doi.org/10.5301/jva.5000032">Afsar (2012) J VASC ACCESS</a></li><li><a href="http://dx.doi.org/10.1111/j.1542-4758.2011.00648.x">Turkmen (2012) HEMODIAL INT</a></li><li><a href="http://dx.doi.org/10.3109/0886022X.2011.560401">Afsar (2012) RENAL FAILURE</a></li>
Dept Nutr,,Japan,X,39.69201,140.34418,1,<li><a href="http://dx.doi.org/10.1016/j.rmed.2012.07.001">Sugawara (2012) RESP MED</a></li>
Dept Otorhinolaryngol,,Turkey,X,39.61951,31.01922,1,<li><a href="http://dx.doi.org/10.1111/j.1365-2222.2012.04025.x">Maspero (2012) CLIN EXP ALLERGY</a></li>
Dept Phys Therapy,,Japan,X,34.89108,133.84,1,<li><a href="http://dx.doi.org/10.1111/j.1741-6612.2011.00558.x">Tamari (2012) AUSTRALAS J AGEING</a></li>
Dept Psychiat,,Turkey,X,39.60128,35.09666,1,<li><a href="http://dx.doi.org/10.7883/yoken.65.392">Gul (2012) JPN J INFECT DIS</a></li>
Dept Radiat Oncol,,Turkey,X,38.01414,32.86236,1,<li><a href="http://dx.doi.org/10.1097/IGC.0b013e3182559c03">Yavas (2012) INT J GYNECOL CANCER</a></li>
Dept Rehabil,,Japan,X,39.69201,140.34418,1,<li><a href="http://dx.doi.org/10.1016/j.rmed.2012.07.001">Sugawara (2012) RESP MED</a></li>
Dept Resp Med,,Japan,X,39.69201,140.34418,1,<li><a href="http://dx.doi.org/10.1016/j.rmed.2012.07.001">Sugawara (2012) RESP MED</a></li>
Derby,,United Kingdom,X,52.92343,-1.48445,1,<li><a href="http://dx.doi.org/10.1186/1757-1146-5-17">Maher (2012) J FOOT ANKLE RES</a></li>
Dermatol Clin,,Turkey,X,40.56844,31.55526,2,<li><a href="http://dx.doi.org/10.1007/s11136-011-9979-3">Hapa (2012) QUAL LIFE RES</a></li><li><a href="http://dx.doi.org/10.1007/s11136-011-9979-3">Hapa (2012) QUAL LIFE RES</a></li>
Dessau,,Germany,X,51.83604,12.24283,1,<li><a href="http://dx.doi.org/10.1016/j.urolonc.2010.10.013">Koehler (2012) UROL ONCOL-SEMIN ORI</a></li>
Detroit,,United States,48202,42.37428,-83.07771,9,<li><a href="http://dx.doi.org/10.1097/MAJ.0b013e3182449be9">Brown (2012) AM J MED SCI</a></li><li><a href="http://dx.doi.org/10.1016/j.nec.2012.04.010">Colen (2012) NEUROSURG CLIN N AM</a></li><li><a href="http://dx.doi.org/10.1016/j.nec.2012.04.010">Colen (2012) NEUROSURG CLIN N AM</a></li><li><a href="http://dx.doi.org/10.1186/1477-7525-10-67">Bourbonnais (2012) HEALTH QUAL LIFE OUT</a></li><li><a href="http://dx.doi.org/10.1186/1477-7525-10-67">Bourbonnais (2012) HEALTH QUAL LIFE OUT</a></li><li><a href="http://dx.doi.org/10.1016/j.jval.2012.03.251">Nagappa (2012) VALUE HEALTH</a></li><li><a href="http://dx.doi.org/10.1186/1471-2474-13-64">Jarvik (2012) BMC MUSCULOSKEL DIS</a></li><li><a href="http://dx.doi.org/10.1186/1471-2474-13-48">Friedly (2012) BMC MUSCULOSKEL DIS</a></li><li><a href="http://dx.doi.org/10.1016/j.cllc.2011.04.004">Rodrigues (2012) CLIN LUNG CANCER</a></li>
Deventer,,Netherlands,X,52.25103,6.15989,1,<li><a href="http://dx.doi.org/10.1016/j.ejca.2011.11.014">Nout (2012) EUR J CANCER</a></li>
Dhaka,,Bangladesh,X,23.7098,90.40711,3,<li><a href="http://dx.doi.org/10.1016/j.jclinepi.2012.05.004">Feroz (2012) J CLIN EPIDEMIOL</a></li><li><a href="http://dx.doi.org/10.1016/j.jclinepi.2012.05.004">Feroz (2012) J CLIN EPIDEMIOL</a></li><li><a href="http://dx.doi.org/10.1177/1010539510396699">Nilsson (2012) ASIA-PAC J PUBLIC HE</a></li>
Diadema,,Brazil,X,-23.69219,-46.60954,1,<li><a href="http://dx.doi.org/10.1111/j.1601-0825.2012.01914.x">Barbosa (2012) ORAL DIS</a></li>
Diamantina,,Brazil,39100,-18.2439,-43.605,3,<li><a href="http://dx.doi.org/10.17796/jcpd.37.1.y75430328427210j">Martins (2012) J CLIN PEDIATR DENT</a></li><li><a href="http://dx.doi.org/10.1590/S1806-83242012000200005">Ferreira (2012) BRAZ ORAL RES</a></li><li><a href="http://dx.doi.org/10.1590/S0102-311X2012000200015">Martins (2012) CAD SAUDE PUBLICA</a></li>
Dijon,,France,21000,47.33346,5.03408,5,<li><a href="http://dx.doi.org/10.1016/j.gyobfe.2012.02.010">Chene (2012) GYNECOL OBSTET FERTI</a></li><li><a href="http://dx.doi.org/10.1186/1745-6215-13-39">Poirier (2012) TRIALS</a></li><li><a href="http://dx.doi.org/10.1186/1745-6215-13-39">Poirier (2012) TRIALS</a></li><li><a href="http://dx.doi.org/10.1159/000333070">Zhao (2012) DEMENT GERIATR COGN</a></li><li><a href="http://dx.doi.org/10.1159/000333070">Zhao (2012) DEMENT GERIATR COGN</a></li>
Div Breast Oncol,,Japan,X,37.64511,138.76746,1,<li><a href="http://dx.doi.org/10.1007/s00520-012-1492-x">Shimozuma (2012) SUPPORT CARE CANCER</a></li>
Div Rheumatol,,Japan,X,37.64511,138.76746,1,<li><a href="http://dx.doi.org/10.1007/s10165-012-0602-4">Suka (2012) MOD RHEUMATOL</a></li>
Dodoma,,Tanzania,X,-6.17486,35.73818,1,<li><a href="http://dx.doi.org/10.1186/1477-7525-10-133">Masika (2012) HEALTH QUAL LIFE OUT</a></li>
Doetinchem,,Netherlands,X,51.96345,6.29053,3,<li><a href="http://dx.doi.org/10.1186/1477-7525-10-118">Scholzel-Dorenbos (2012) HEALTH QUAL LIFE OUT</a></li><li><a href="http://dx.doi.org/10.1016/j.jclinepi.2012.01.018">Arons (2012) J CLIN EPIDEMIOL</a></li><li><a href="http://dx.doi.org/10.1002/14651858.CD008101.pub2">Langendam (2012) COCHRANE DB SYST REV</a></li>
Doha,,Qatar,X,25.29457,51.51944,1,<li><a href="http://dx.doi.org/10.1186/1617-9625-10-2">Awaisu (2012) TOB INDUC DIS</a></li>
Dordrecht,,Netherlands,X,51.81191,4.6565,3,<li><a href="http://dx.doi.org/10.1186/1471-2458-12-1083">Bannink (2012) BMC PUBLIC HEALTH</a></li><li><a href="http://dx.doi.org/10.1200/JCO.2012.41.8525">Duijts (2012) J CLIN ONCOL</a></li><li><a href="http://dx.doi.org/10.1002/bjs.8781">Shadid (2012) BRIT J SURG</a></li>
Dortmund,,Germany,X,51.51661,7.45829,3,<li><a href="http://dx.doi.org/10.1016/j.urolonc.2010.10.013">Koehler (2012) UROL ONCOL-SEMIN ORI</a></li><li><a href="http://dx.doi.org/10.1016/j.urolonc.2010.10.013">Koehler (2012) UROL ONCOL-SEMIN ORI</a></li><li><a href="http://dx.doi.org/10.1038/ijo.2011.107">Bischoff (2012) INT J OBESITY</a></li>
Drammen,,Norway,3019,59.74749,10.19661,3,<li><a href="http://dx.doi.org/10.1017/S1478951511000873">Grov (2012) PALLIAT SUPPORT CARE</a></li><li><a href="http://dx.doi.org/10.1186/1477-7525-10-95">Andenaes (2012) HEALTH QUAL LIFE OUT</a></li><li><a href="http://dx.doi.org/10.1111/j.1468-3083.2011.04000.x">Ljosaa (2012) J EUR ACAD DERMATOL</a></li>
Dresden,,Germany,01307,51.05226,13.77056,11,<li><a href="http://dx.doi.org/10.1111/j.1610-0387.2012.07995.x">Rehberger (2012) J DTSCH DERMATOL GES</a></li><li><a href="http://dx.doi.org/10.1111/j.1610-0387.2012.07995.x">Rehberger (2012) J DTSCH DERMATOL GES</a></li><li><a href="http://dx.doi.org/10.3109/13685538.2012.716877">Voigt (2012) AGING MALE</a></li><li><a href="http://dx.doi.org/10.3109/13685538.2012.716877">Voigt (2012) AGING MALE</a></li><li><a href="http://dx.doi.org/10.3109/13685538.2012.716877">Voigt (2012) AGING MALE</a></li><li><a href="http://dx.doi.org/10.1186/1477-7525-10-117">Khanna (2012) HEALTH QUAL LIFE OUT</a></li><li><a href="http://dx.doi.org/10.1002/lary.23263">Fahsl (2012) LARYNGOSCOPE</a></li><li><a href="http://dx.doi.org/10.1016/j.jns.2011.11.002">Bach (2012) J NEUROL SCI</a></li><li><a href="http://dx.doi.org/10.1002/14651858.CD008946.pub2">Weberschock (2012) COCHRANE DB SYST REV</a></li><li><a href="http://dx.doi.org/10.1002/14651858.CD008946.pub2">Weberschock (2012) COCHRANE DB SYST REV</a></li><li><a href="http://dx.doi.org/10.1002/14651858.CD008946.pub2">Weberschock (2012) COCHRANE DB SYST REV</a></li>
Duarte,,United States,91010,34.15214,-117.9571,5,<li><a href="http://dx.doi.org/10.1007/s00520-012-1389-8">Grant (2012) SUPPORT CARE CANCER</a></li><li><a href="http://dx.doi.org/10.1007/s00520-012-1389-8">Grant (2012) SUPPORT CARE CANCER</a></li><li><a href="http://dx.doi.org/10.1007/s00520-012-1389-8">Grant (2012) SUPPORT CARE CANCER</a></li><li><a href="http://dx.doi.org/10.1188/12.CJON.514-519">Grant (2012) CLIN J ONCOL NURS</a></li><li><a href="http://dx.doi.org/10.1002/pon.1998">Lopez-Class (2012) PSYCHO-ONCOLOGY</a></li>
Dublin 2,,Ireland,1,53.34814,-6.2574,5,<li><a href="http://dx.doi.org/10.1186/1471-2377-12-157">Murray (2012) BMC NEUROL</a></li><li><a href="http://dx.doi.org/10.1080/13825585.2011.638976">Donnellan (2012) AGING NEUROPSYCHOL C</a></li><li><a href="http://dx.doi.org/10.1080/13825585.2011.638976">Donnellan (2012) AGING NEUROPSYCHOL C</a></li><li><a href="http://dx.doi.org/10.1080/13825585.2011.638976">Donnellan (2012) AGING NEUROPSYCHOL C</a></li><li><a href="http://dx.doi.org/10.3928/01913913-20110517-02">Kirwan (2012) J PEDIAT OPHTH STRAB</a></li>
Dublin 4,,Ireland,4,53.3378,-6.23353,3,<li><a href="http://dx.doi.org/10.1016/j.math.2011.10.002">Smart (2012) MANUAL THER</a></li><li><a href="http://dx.doi.org/10.1016/j.math.2011.10.002">Smart (2012) MANUAL THER</a></li><li><a href="http://dx.doi.org/10.1186/cc11811">Hodgson (2012) CRIT CARE</a></li>
Dublin 7,,Ireland,7,53.35293,-6.28467,3,<li><a href="http://dx.doi.org/10.1177/1753193411432706">Dolan (2012) J HAND SURG-EUR VOL</a></li><li><a href="http://dx.doi.org/10.1177/1753193411432706">Dolan (2012) J HAND SURG-EUR VOL</a></li><li><a href="http://dx.doi.org/10.1308/003588412X13171221498749">Dolan (2012) ANN ROY COLL SURG</a></li>
Dublin 9,,Ireland,9,53.38309,-6.24616,4,<li><a href="http://dx.doi.org/10.1186/1471-2377-12-157">Murray (2012) BMC NEUROL</a></li><li><a href="http://dx.doi.org/10.1186/1471-2377-12-157">Murray (2012) BMC NEUROL</a></li><li><a href="http://dx.doi.org/10.1186/1471-2377-12-157">Murray (2012) BMC NEUROL</a></li><li><a href="http://dx.doi.org/10.1016/j.math.2011.10.002">Smart (2012) MANUAL THER</a></li>
Dublin,,Ireland,X,53.33413,-6.28636,16,<li><a href="http://dx.doi.org/10.1016/j.jval.2012.08.1833">Mcgreal-bellone (2012) VALUE HEALTH</a></li><li><a href="http://dx.doi.org/10.1016/j.jval.2012.08.1833">Mcgreal-bellone (2012) VALUE HEALTH</a></li><li><a href="http://dx.doi.org/10.1016/j.jval.2012.08.1833">Mcgreal-bellone (2012) VALUE HEALTH</a></li><li><a href="http://dx.doi.org/10.1016/j.jval.2012.08.1143">Surah (2012) VALUE HEALTH</a></li><li><a href="http://dx.doi.org/10.1016/j.jval.2012.08.1143">Surah (2012) VALUE HEALTH</a></li><li><a href="http://dx.doi.org/10.1016/j.jval.2012.08.1143">Surah (2012) VALUE HEALTH</a></li><li><a href="http://dx.doi.org/10.1016/j.jstrokecerebrovasdis.2011.01.007">Sprigg (2012) J STROKE CEREBROVASC</a></li><li><a href="http://dx.doi.org/10.1007/s00223-012-9590-9">Walsh (2012) CALCIFIED TISSUE INT</a></li><li><a href="http://dx.doi.org/10.1007/s00223-012-9590-9">Walsh (2012) CALCIFIED TISSUE INT</a></li><li><a href="http://dx.doi.org/10.3899/jrheum.110947">Karras (2012) J RHEUMATOL</a></li><li><a href="http://dx.doi.org/10.1177/1533317511435661">Mhaolain (2012) AM J ALZHEIMERS DIS</a></li><li><a href="http://dx.doi.org/10.1177/1533317511435661">Mhaolain (2012) AM J ALZHEIMERS DIS</a></li><li><a href="http://dx.doi.org/10.1177/1533317511435661">Mhaolain (2012) AM J ALZHEIMERS DIS</a></li><li><a href="http://dx.doi.org/10.1080/13825585.2011.638976">Donnellan (2012) AGING NEUROPSYCHOL C</a></li><li><a href="http://dx.doi.org/10.3928/01913913-20110517-02">Kirwan (2012) J PEDIAT OPHTH STRAB</a></li><li><a href="http://dx.doi.org/10.1530/EJE-11-0740">Jakob (2012) EUR J ENDOCRINOL</a></li>
