,raw_address,simple_address,longitude,latitude
1425,"Lowenstromska Sjukhuset,Stockholm Spine Ctr,S-19489 Upplands Vasby,Sweden.","Stockholm,Sweden",18.0973,59.3508
1426,"University Hosp Zurich,Dept Neurosurg,Frauenklin Str 10,CH-8091 Zurich,Switzerland.","Zurich,Switzerland",8.55,47.38
1427,"University Ghent,Fac Med & Hlth Sci,Dent Sch,Dept Periodontol & Oral Implantol,De Pintelaan 185,B-9000 Ghent,Belgium.","University Ghent,Belgium",3.72227,51.053822
1428,"Hannover Med Sch,Dept Resp Med,Carl Neuberg Str 1,D-30625 Hannover,Germany.","Hannover,Germany",9.7167,52.367
1429,"Natl Hosp Norway,Oslo University Hosp,Dept Rheumatol,POB 4950,N-0424 Oslo,Norway.","Oslo,Norway",10.75,59.9167
1430,"Ruhr University Bochum,LWL University Klinikum,Klin Psychosomat Med & Psychotherapie,Alexandrinenstr 1-3,D-44791 Bochum,Germany.","Ruhr University Bochum,Germany",7.21906,51.48016
1431,"Intercommunal Hosp Ctr Poissy St Germain En Laye,Dept Gynecol & Obstet,Poissy,France.","Intercommunal Hosp Ctr Poissy St Germain En Laye,France",2.09359,48.89875
1432,"University Hong Kong,Dept Family Med & Primary Care,Ap Lei Chau Clin,3F,161 Main St,Ap Lei Chau,Hong Kong,China.","Hong Kong,China",114.185,22.305
1433,"Indiana University Sch Med,Dept Surg,Riley Hosp Children,Div Plast Surg,720 Eskenazi Ave,Indianapolis,IN 46202 USA.","Indiana,USA",-79.1552,40.622
1434,"Asahi University Dent,Dept Community Oral Hlth,Mizuho Ku,1851-1 Hozumi,Gifu 5010296,Japan.","Gifu,Japan",136.7628,35.4231
1435,"University Manchester,Div Nursing Midwifery & Social Work,Sch Hlth Sci,Fac Biol Med & Hlth,Manchester Acad Hlth Sci Ctr,Manchester,Lancs,United Kingdom.","Manchester,United Kingdom",-2.248,53.5004
1436,"University Hosp Gasthuisberg,Dept Digest Oncol,B-493000 Leuven,Belgium.","University Hosp Gasthuisberg,Belgium",-81.98221,33.47021
1437,"Nihon University,Sch Dent,Dept Complete Denture Prosthodont,Chiyoda Ku,1-8-13 Kanda Surugadai,Tokyo 1018310,Japan.","Tokyo,Japan",139.7514,35.685
1438,"University Miami,Dept Psychol,Coral Gables,FL 33124 USA.","Miami,USA",-80.2102,25.784
1439,"University Utah,Coll Nursing,10 S 2000 E,Salt Lake City,UT 84112 USA.","Lake City,USA",-82.647,30.1892
1440,"AT Still University,Arizona Sch Hlth Sci,5850 East Still Circle,Mesa,AZ 85206 USA.","Mesa,USA",-111.718,33.4016
1441,"Linkoping University,Dept Med & Hlth Sci,Div Physiotherapy,S-58183 Linkoping,Sweden.","Linkoping,Sweden",15.6299,58.41
1442,"Yale Sch Med,2 Church St South,Suite 300,New Haven,CT 06519 USA.","New Haven,USA",-85.0282,41.0669
1443,"Fukuoka Dent Coll,Sect Geriatr Dent,Dept Gen Dent,Sawara Ku,2-15-1 Tamura,Fukuoka 8140193,Japan.","Fukuoka,Japan",130.41,33.595
1444,"Gundersen Hlth Syst,Dept Gen & Vasc Surg,1900 South Ave C05-001,La Crosse,WI 54601 USA.","La Crosse,USA",-91.2279,43.8234
1445,"University York,York Hlth Econ Consortium Ltd YHEC,Enterprise House,Innovat Way,York YO10 5NQ,N Yorkshire,United Kingdom.","York,United Kingdom",-1.08,53.9704
1446,"Ann & Robert H Lurie Childrens Hosp,Dept Pediat,Div Hematol Oncol & Stem Cell Transplant,Chicago,IL 60611 USA.","Chicago,USA",-87.6861,41.8373
1447,"UT Southwestern Med Ctr,Dept Orthopaed Surg,1801 Inwood Rd,Dallas,TX 75390 USA.","Dallas,USA",-96.7659,32.7938
1448,"UT Southwestern Med Ctr,Dept Orthopaed Surg,1801 Inwood Rd,Dallas,TX 75390 USA.","Dallas,USA",-96.7659,32.7938
1449,"University Copenhagen,Dept Dermatol,University Hosp Zealand,Roskilde,Denmark.","Roskilde,Denmark",12.0833,55.65
1450,"University Hosp Munster,Ctr Chron Pruritus,Dept Dermatol,Munster,Germany.","Munster,Germany",7.62,51.9704
1451,"St James University Hosp,Dept Hepatobiliary & Transplant Surg,Leeds,W Yorkshire,United Kingdom.","Leeds,United Kingdom",-1.58,53.83
1452,"UCL,Inst Ophthalmol,162 City Rd,London EC1V 2PD,United Kingdom.","London,United Kingdom",-0.1167,51.5
1453,"U Hlth University Utah,Div Cardiovasc Med,50 North Med Dr,4A100 SOM,Salt Lake City,UT 84132 USA.","Lake City,USA",-82.647,30.1892
1454,"Seattle Childrens Hosp,Heart Ctr,RC 2-820,POB 5371,4800 Sand Point Way NE,Seattle,WA 98105 USA.","Seattle,USA",-122.3238,47.6217
1455,"Radboud University Nijmegen,Med Ctr,Dept Med Psychol,POB 9101,NL-6500 HB Nijmegen,Netherlands.","Radboud University Nijmegen,Netherlands",5.85865,51.84169
1456,"University Autonoma Madrid,Fac Psicol,Dept Psicol Biol & Salud,Ciudad University Cantoblanco,C Ivan Pavlov 6,E-28049 Madrid,Spain.","Madrid,Spain",-3.6834,40.4
1457,"CHRU Nancy,Hop Enfants,Ctr Psychotherap Nancy,Serv Psychiat Enfant & Adolescent,Rue Morvan,F-54505 Vandoeuvre Les Nancy,France.","Nancy,France",6.2,48.6837
1458,"Iroko Pharmaceut LLC,Philadelphia,PA USA.","Philadelphia,USA",-75.134,40.0076
1459,"Washington University,Sch Med,Dept Radiat Oncol,4921 Parkview Pl,Campus Box 8224,St Louis,MO 63110 USA.","Washington,USA",-77.0163,38.9047
1460,"IRCCS San Raffaele Pisana,Dept Neurol Rehabil,I-00163 Rome,Italy.","Rome,Italy",12.4833,41.896
1461,"Charite Campus Benjamin Franklin,Med Klin 1,Dept Rheumatol,Hindenburgdamm 30,D-12200 Berlin,Germany.","Berlin,Germany",13.4015,52.5218
1462,"Imperial Coll London,Natl Heart & Lung Inst,Sydney St,London SW3 6HP,United Kingdom.","London,United Kingdom",-0.1167,51.5
1463,"Charite,Campus Virchow Klinikum,Dept Internal Med & Cardiol,Augustenburger Pl 1,D-13353 Berlin,Germany.","Berlin,Germany",13.4015,52.5218
1464,"Second Peoples Hosp Weifang,Dept Thorac Surg,7 Yuanxiao St,Weifang 261041,Shandong,China.","Weifang,China",119.1001,36.7204
1465,"HUS,HYKS Vatsakeskus,H2015,Turuntie 150,PL 800,Helsinki 00029,Finland.","Helsinki,Finland",24.9341,60.1756
1466,"Case Western Reserve University,Frances Payne Bolton Sch Nursing,2120 Cornell Rd,Cleveland,OH 44106 USA.","Cleveland,USA",-95.0992,30.3399
1467,"Boston University,Sch Publ Hlth,New England Reg SCI Ctr,Med Campus,715 Albany St,T5W,Boston,MA 02118 USA.","Boston,USA",-71.0838,42.3189
1468,"Linkoping University,Dept Med & Hlth Sci,Div Nursing,S-58185 Linkoping,Sweden.","Linkoping,Sweden",15.6299,58.41
1469,"University Adelaide,NHMRC Ctr Res Excellence Reduce Inequal Heart Dis,Adelaide Med Sch,Discipline Gen Practice,178 North Terrace,Level 11,MDP DX 650 550,Adelaide,SA 5005,Australia.","Adelaide,Australia",138.6,-34.935
1470,"Rijnstate Hosp Arnhem,Dept Internal Med & Infect Dis,POB 9555,NL-6800 TA Arnhem,Netherlands.","Arnhem,Netherlands",5.923,51.988
1471,"University Amsterdam,Acad Med Ctr,Dept Dermatol,Amsterdam,Netherlands.","Amsterdam,Netherlands",4.9166,52.35
1472,"Dutch Skin Fdn,Utrecht,Netherlands.","Utrecht,Netherlands",5.12,52.1003
1473,"Mem Sloan Kettering Canc Ctr,Dept Dermatol Serv,60th St Outpatient Ctr,Suite 407,New York,NY 10022 USA.","Kettering,USA",-84.1495,39.6956
1474,"Royal Melbourne Hosp,Dept Med Genet,Level 2 Ctr,Parkville,Vic 3050,Australia.","Melbourne,Australia",144.975,-37.82
1475,"Nanjing Med University,Dept Ophthalmol,Affiliated Hosp 1,300 Guangzhou Rd,Nanjing 210029,Jiangsu,China.","Nanjing,China",118.78,32.05
1476,"Springer,Private Bag 65901,Auckland 0754,New Zealand.","Auckland,New Zealand",174.763,-36.8481
1477,"Catholic University Louvain,Fac Med & Dent,Ave Hippocrate 10,B-1200 Brussels,Belgium.","Brussels,Belgium",4.3333,50.8333
1478,"Guangzhou Women & Childrens Med Ctr,Dept Pediat Surg,9 Jinsui Rd,Guangzhou 510623,Guangdong,China.","Guangzhou,China",113.325,23.145
1479,"Emory University,Sch Med,Dept Rheumatol,1365 Clifton Rd,Bldg A,Third Floor,Atlanta,GA 30322 USA.","Clifton,USA",-74.1575,40.8631
1480,"Wroclaw Med University,Dept Heart Dis,Lab Appl Res Cardiovasc Syst,Wroclaw,Poland.","Wroclaw,Poland",17.03,51.1104
1481,"UMN Coll Pharm,7-149 WDH Mail Code 1332,308 Harvard St SE,Minneapolis,MN 55455 USA.","Harvard,USA",-88.6212,42.4297
1482,"Svend Jungep Aqquserna 2,Nuuk 3900,Greenland.","Nuuk,Greenland",-51.7327,64.1983
1483,"Temple University,Dept Pediat Dent & Community Oral Hlth Sci,Maurice H Kornberg Sch Dent,Philadelphia,PA 19122 USA.","Temple,USA",-97.3899,31.1077
1484,"University North Carolina Hosp,Dept Orthopaed,Chapel Hill,NC 27514 USA.","Chapel Hill,USA",-79.0387,35.9271
1485,"CHU Lapeyronie,Lab Biochim,371 Ave Doyen Gaston Giraud,F-34295 Montpellier 5,France.","Montpellier,France",3.87,43.6104
1486,"Witten Herdecke University Hosp,Kliniken Stadt Koeln gGmbH,Cologne Merheim Hosp,Dept Pneumol,Ostmerheimer Str 200,D-51109 Cologne,Germany.","Cologne,Germany",6.95,50.93
1487,"Hosp Ostallgau Kaufbeuren,Dept Pediat,Dr Gutermannstr 2,D-87600 Kaufbeuren,Germany.","Hosp Ostallgau Kaufbeuren,Germany",10.63512,47.90803
1488,"University North Carolina Chapel Hill,Sch Nursing,Room 5014 Carrington Hall,Campus Box 7460,Chapel Hill,NC 27599 USA.","Chapel Hill,USA",-79.0387,35.9271
1489,"University Tampere,Fac Social Sci,FI-33100 Tampere,Finland.","Tampere,Finland",23.75,61.5
1490,"University Mississippi,Phys Act Epidemiol Lab,Dept Hlth Exercise Sci & Recreat Management,229 Turner Ctr,Universityersity,MS 38677 USA.","University Mississippi,USA",-90.342506,33.507919
1491,"University Edinburgh,Queens Med Res Inst,Ctr Inflammat Res,47 Little France Crescent,Edinburgh EH16 4TJ,Midlothian,United Kingdom.","Edinburgh,United Kingdom",-3.2191,55.9483
1492,"University Manitoba,Dept Internal Med,Max Rady Coll Med,Rady Fac Hlth Sci,820 Sherbrook St,Winnipeg,MB R3A 1R9,Canada.","Winnipeg,Canada",-97.166,49.883
1493,"Blvd Gen Harris,F-14000 Caen,France.","Caen,France",-0.35,49.1838
1494,"Springer,Private Bag 65901,Auckland 0754,New Zealand.","Auckland,New Zealand",174.763,-36.8481
1495,"University Calif Los Angeles,Dept Hlth Policy & Management,Fielding Sch Publ Hlth,650 Charles E Young Dr S,Los Angeles,CA 90095 USA.","Los Angeles,USA",-118.4068,34.114
1496,"University Vienna,Fac Psychol,Dept Appl Psychol Hlth Dev Enhancement,Liebiggasse 5,A-1010 Vienna,Austria.","Vienna,Austria",16.3666,48.2
1497,"UCL,Eastman Dent Inst,256 Grays Inn Rd,London WC1X 8LD,United Kingdom.","Grays,United Kingdom",0.3333,51.4833
1498,"University Calif San Diego,Sch Med,9500 Gilman Dr,La Jolla,CA 92093 USA.","San Diego,USA",-117.1225,32.8312
1499,"1275 York Ave,MRI 1036,New York,NY 10065 USA.","York,USA",-97.5947,40.8708
1500,"University Warwick,Div Hlth Sci,Warwick Med Sch,Gibbet Hill Rd,Coventry CV4 7AL,W Midlands,United Kingdom.","Warwick,United Kingdom",-1.5833,52.2833
1501,"De Pintelaan 185,B-9000 Ghent,Belgium.","De Pintelaan 185,Belgium",3.72251,51.02694
1502,"University Sao Paulo,Hosp Clin,Fac Med,Div Rheumatol,Ave Dr Eneas de Carvalho Aguiar 647,BR-05403000 Sao Paulo,SP,Brazil.","Sao Paulo,Brazil",-46.625,-23.5587
1503,"University Jordan,Clin Instructors,Amman,Jordan.","Amman,Jordan",35.9333,31.95
1504,"Leibniz Inst Prevent Res & Epidemiol BIPS,Dept Prevent & Evaluat,Achterstr 30,D-28359 Bremen,Germany.","Bremen,Germany",8.8,53.08
1505,"Peking University,Peoples Hosp,Inst Hematol,11 Xizhimen South St,Beijing 100044,China.","Beijing,China",116.3883,39.9289
1506,"Russian Med Acad Postgrad Educ,Dept Otorhinolaryngol,Ivankovskoye St 7,Moscow 125993,Russia.","Moscow,Russia",37.6155,55.7522
1507,"Munster University,Dept Gen Pediat,Childrens Hosp,Albert Schweitzer Campus 1,Gde A1,D-48149 Munster,Germany.","Munster,Germany",7.62,51.9704
1508,"Johns Hopkins Bloomberg Sch Publ Hlth,Dept Hlth Behav & Soc,Lighthouse,2213 McElderry St,2nd Floor,Baltimore,MD 21205 USA.","Hopkins,USA",-93.4058,44.9259
1509,"Hong Kong Polytech University,Sch Nursing,Kowloon,Hong Kong,China.","Hong Kong,China",114.185,22.305
1510,"S Giovanni Bosco Hosp,Dept Clin & Biol Sci,Ctr Res Immunopathol & Rare Dis,Coordinating Ctr Piemonte & Valle dAosta Network,Piazza Donatore Sangue 3,I-10154 Turin,Italy.","Turin,Italy",7.67,45.0704
1511,"University Autonoma Madrid,CIBERESP CIBER Epidemiol & Publ Hlth,Sch Med,IdiPAZ Inst Invest Sanitaria Hosp University La Paz,Dep,Madrid,Spain.","Madrid,Spain",-3.6834,40.4
1512,"UCSF Sch Dent,Div Oral Epidemiol & Dent Publ Hlth,San Francisco,CA 94143 USA.","San Francisco,USA",-122.4429,37.7561
1513,"UCL,UCL Inst Neurol,Fac Brain Sci,Queen Sq,London WC1N 3BG,United Kingdom.","London,United Kingdom",-0.1167,51.5
1514,"Kawasaki Med University,Dept Clin Pathol & Lab Med,Div Endoscopy & Ultrasonog,577 Matsushima,Kurashiki,Okayama 7010192,Japan.","Kawasaki,Japan",139.705,35.53
1515,"University Antwerp,Antwerp,Belgium.","University Antwerp,Belgium",4.39931,51.220558
1516,"University Malaya,Fac Dent,Dept Community Oral Hlth & Clin Prevent,Kuala Lumpur 50603,Malaysia.","Kuala Lumpur,Malaysia",101.7,3.1667
1517,"St Jude Childrens Res Hosp,Dept Epidemiol & Canc Control,262 Danny Thomas Pl,Mail Stop 735,Memphis,TN 38105 USA.","Memphis,USA",-89.9773,35.1047
1518,"Av Dr Eneas Carvalho Aguiar 255,BR-05403000 Sao Paulo,SP,Brazil.","Sao Paulo,Brazil",-46.625,-23.5587
1519,"Sapienza University Rome,Dept Clin Med,Div Gastroenterol,Viale University 37,I-00185 Rome,Italy.","Rome,Italy",12.4833,41.896
1520,"Oslo University Hosp,Dept Endocrinol Morbid Obes & Prevent Med,Oslo,Norway.","Oslo,Norway",10.75,59.9167
1521,"Selcuk University,Dept Surg,Fac Med,TR-42075 Konya,Turkey.","Konya,Turkey",32.475,37.875
1522,"Norfolk & Norwich University Hosp,Dept Otolaryngol,Colney Lane,Norwich NR4 7UY,Norfolk,United Kingdom.","Norwich,United Kingdom",1.3,52.6304
1523,"Hannover Med Sch,Dept Med Psychol OE 5430,Carl Neuberg Str 1,D-30625 Hannover,Germany.","Hannover,Germany",9.7167,52.367
1524,"University Med Ctr Hamburg Eppendorf,Pediat Gastroenterol & Hepatol,Hamburg,Germany.","Hamburg,Germany",10,53.55
1525,"University Sheffield,ScHARR,30 Regent St,Sheffield S1 4DA,S Yorkshire,United Kingdom.","Sheffield,United Kingdom",-1.5,53.3667
1526,"University Warwick,Warwick Med Sch,Dept Hlth Sci,Royal Coll Nursing,Res Inst,Coventry,W Midlands,United Kingdom.","Warwick,United Kingdom",-1.5833,52.2833
1527,"University Wisconsin,Dept Psychol,2441 E Hartford Ave,413,Milwaukee,WI 53201 USA.","Hartford,USA",-88.3777,43.3215
1528,"Austin Hlth,Inst Breathing & Sleep,POB 5555,Heidelberg,Vic 3084,Australia.","Austin Hlth,Australia",118.284157,-27.617331
1529,"University Queensland,Sch Publ Hlth,Brisbane,Qld 4006,Australia.","Brisbane,Australia",153.0351,-27.455
1530,"University Adelaide,Sch Med,NHMRC Ctr Res Excellence Reduce Inequal Heart Dis,Discipline Gen Practice,178 North Terrace,Level 11,MDP DX 650 550,Adelaide,SA 5005,Australia.","Adelaide,Australia",138.6,-34.935
1531,"Fudan University,Sch Publ Hlth,130 Dong An Rd,Shanghai 200032,China.","Shanghai,China",121.4365,31.2165
1532,"University Madeira,Dept Phys Educ & Sport,Campus University Penteada,P-9000390 Funchal,Portugal.","Funchal,Portugal",-16.88,32.65
1533,"Tel Aviv University,Dept Nursing,Sackler Fac Med,Tel Aviv,Israel.","Tel Aviv University,Israel",34.788052,32.073582
1534,"University Childrens Hosp,Div Gastroenterol & Nutr,Zurich,Switzerland.","Zurich,Switzerland",8.55,47.38
1535,"Vrije University Amsterdam,Dept Hlth Sci,De Boelelaan 1085,NL-1081 HV Amsterdam,Netherlands.","Amsterdam,Netherlands",4.9166,52.35
1536,"Princess Alexandra Hosp,Upper Gastrointestinal Soft Tissue Unit,Translat Res Inst,Surg Oncol Grp,Sch Med,Ipswich Rd,Brisbane,Qld 4102,Australia.","Brisbane,Australia",153.0351,-27.455
1537,"H Lee Moffitt Canc Ctr & Res Inst,MRCCANCONT,12902 Magnolia Dr,Tampa,FL 33612 USA.","Magnolia,USA",-93.2261,33.2777
1538,"Kyung Hee University,Sch Med,Dept Otolaryngol Head & Neck Surg,1 Hoegi Dong,Seoul 130702,South Korea.","Seoul,South Korea",126.9997,37.5663
1539,"University Mississippi,Med Ctr,Div Pediat Surg,Dept Surg,2500 North State St,Jackson,MS 39216 USA.","Jackson,USA",-88.1668,43.3244
1540,"University Regensburg,Inst Rontgendiagnost,Franz Josef Strauss Allee 11,D-93053 Regensburg,Germany.","Regensburg,Germany",12.12,49.0204
1541,"Gazi University,Fac Med,Dept Phys Med & Rehabil,TR-06560 Ankara,Turkey.","Ankara,Turkey",32.8644,39.9272
1542,"Oregon Hlth & Sci University,Dept Neurol,CR-120,3181 SW Sam Jackson Pk Rd,Portland,OR 97201 USA.","Oregon,USA",-89.3887,42.9252
1543,"University Tasmania,Menzies Inst Med Res,Private Bag 23,Hobart,Tas 7001,Australia.","Hobart,Australia",147.295,-42.85
1544,"Ann & Robert H Lurie Childrens Hosp Chicago,Div Hematol Oncol & Stem Cell Transplant,225 E Chicago Ave,Box 30,Chicago,IL 60611 USA.","Chicago,USA",-87.6861,41.8373
1545,"ATC,1-1-1 Nojihigashi,Integrat Core 602,Kusatsu,Shiga 5258577,Japan.","ATC,Japan",139.74946,35.68696
1546,"Pt Ravishankar Shukla University,Sch Life Sci,Chronobiol & Anim Behav Lab,Raipur 492010,Chhattisgarh,India.","Raipur,India",81.635,21.235
1547,"Lund University,Dept Translat Med,Jan Waldenstroms Gata 5,SE-20502 Malmo,Sweden.","Malmo,Sweden",13.0333,55.5833
1548,"University Calif San Francisco,Dept Med,Ctr AIDS Prevent Studies,San Francisco,CA 94143 USA.","San Francisco,USA",-122.4429,37.7561
1549,"McMaster University,Neurosci Grad Program,PC 130,1280 Main St West,Hamilton,ON L8S 4K1,Canada.","Hamilton,Canada",-79.83,43.25
1550,"Swiss Trop & Publ Hlth Inst,Socinstr 57,CH-4002 Basel,Switzerland.","Basel,Switzerland",7.59,47.5804
1551,"Copenhagen University Hosp,Dept Infect Dis,Rigshosp,Blegdamsvej 9,DK-2100 Copenhagen,Denmark.","Copenhagen University Hosp,Denmark",12.56902,55.675758
1552,"University Chester,Fac Hlth & Social Care,Chester,Cheshire,United Kingdom.","Chester,United Kingdom",-2.92,53.2
1553,"Complejo Hosp University Insular Materno Infantil Gran,Dept Endocrinol & Nutr,Las Palmas Gran Canaria,Spain.","Las Palmas,Spain",-15.43,28.1
1554,"Oslo University Hosp,Ctr Patient Ctr Heart & Lung Res,Dept Cardiothorac Surg,Div Cardiovasc & Pulm Dis,Bldg 63,OsloPb 4956,N-0424 Ulleval,Nydalen,Norway.","Oslo,Norway",10.75,59.9167
1555,"Erasmus University,Med Ctr,Dept Pulm Med,Rotterdam,Netherlands.","Rotterdam,Netherlands",4.48,51.92
1556,"University Agder,Fac Hlth & Sport Sci,Kristiansand,Norway.","Kristiansand,Norway",8,58.1666
1557,"University Pecs,Dept Neurol,Ret U 2,H-7623 Pecs,Hungary.","Pecs,Hungary",18.22,46.0804
1558,"University Southern Denmark,Inst Sports Sci & Clin Biomech,Odense,Denmark.","Odense,Denmark",10.3833,55.4004
1559,"Capio St Gorans Hosp,Dept Surg,Stockholm,Sweden.","Stockholm,Sweden",18.0973,59.3508
1560,"Radboud University Nijmegen,Med Ctr,Dept Gastroenterol & Hepatol,Nijmegen,Netherlands.","Radboud University Nijmegen,Netherlands",5.85865,51.84169
1561,"Zaandam & Onze Lieve Vrouwe Gasthuis,Zaans Med Ctr,Dept Neurol,Amsterdam,Netherlands.","Amsterdam,Netherlands",4.9166,52.35
1562,"Linkoping University,Div Physiotherapy,Dept Med & Hlth Sci,SE-58183 Linkoping,Sweden.","Linkoping,Sweden",15.6299,58.41
1563,"University Med Ctr Goettingen,Inst Med Psychol & Med Sociol,Gottingen,Germany.","Gottingen,Germany",9.92,51.5204
1564,"Parnassia Psychiat Inst,Dept Old Age Psychiat,Mangostr 1,NL-2552 KS The Hague,Netherlands.","The Hague,Netherlands",4.27,52.08
1565,"Serv Madrileno Salud,Gerencia Asistencial Atenc Primaria,C Villamanta CS Navalcarnero,Madrid,Spain.","Madrid,Spain",-3.6834,40.4
1566,"University Tubingen,Ctr Neurol,Dept Neurodegenerat,Tubingen,Germany.","University Tubingen,Germany",9.0521,48.5229
1567,"St Joseph University Beirut,Fac Pharm,Lab Pharmacol Pharm Clin & Controle Qualite Med,Beirut,Lebanon.","Beirut,Lebanon",35.5097,33.872
1568,"Vrije University Amsterdam,Amsterdam Publ Hlth Inst,Dept Clin Psychol,Amsterdam,Netherlands.","Amsterdam,Netherlands",4.9166,52.35
1569,"Bangabandhu Sheikh Mujib Med University,Dept Rheumatol,Dhaka,Bangladesh.","Dhaka,Bangladesh",90.4086,23.7231
1570,"University Khartoum,Fac Dent,Dept Oral Rehabil,El Qasr St,Khartoum 11123,Sudan.","Khartoum,Sudan",32.5342,15.5881
1571,"Sungkyunkwan University,Kangbuk Samsung Hosp,Sch Med,Div Gastroenterol,Dept Internal Med,29 Saemunan Ro,Seoul 03181,South Korea.","Seoul,South Korea",126.9997,37.5663
1572,"Rush University,Dept Orthopaed Surg,Med Ctr,Chicago,IL 60612 USA.","Chicago,USA",-87.6861,41.8373
1573,"University Washington,Sch Med,Seattle,WA 98105 USA.","Washington,USA",-77.0163,38.9047
1574,"Sapienza University Rome,Dept Expt Med,Med Pathophysiol Food Sci & Endocrinol Sect,High Specializat Ctr Care Obes CASCO,Rome,Italy.","Rome,Italy",12.4833,41.896
1575,"University Oslo,Inst Hlth & Soc,Dept Nursing Sci,Fac Med,POB 1130Blindern,N-0318 Oslo,Norway.","Oslo,Norway",10.75,59.9167
1576,"King Saud University,Coll Appl Med Sci,Rehabil Res Chair,POB 10219,Riyadh 11433,Saudi Arabia.","Riyadh,Saudi Arabia",46.7727,24.6408
1577,"Spinal Deform Swedish Neurosci Inst,55017 17th Ave,Seattle,WA 98122 USA.","Seattle,USA",-122.3238,47.6217
1578,"University York,Dept Hlth Sci,York,N Yorkshire,United Kingdom.","York,United Kingdom",-1.08,53.9704
1579,"Antoni van Leeuwenhoek Hosp,Netherlands Canc Inst,Div Psychosocial Res & Epidemiol,Plesmanlaan 121,Amsterdam,Netherlands.","Amsterdam,Netherlands",4.9166,52.35
1580,"Tianjin Third Cent Hosp,Ctr Heart,Tianjin 300170,China.","Tianjin,China",117.2,39.13
1581,"Karolinska University Hosp,Karolinska Inst,Inst Med,Gastroctr,S-14186 Stockholm,Sweden.","Stockholm,Sweden",18.0973,59.3508
1582,"CDC,Div Populat Hlth,Natl Ctr Chron Dis Prevent & Hlth Promot,Atlanta,GA 30333 USA.","Atlanta,USA",-94.1672,33.1136
1583,"Lithuanian University Hlth Sci,Neurosci Inst,Eiveniu G 2,LT-50009 Kaunas,Lithuania.","Kaunas,Lithuania",23.88,54.9504
1584,"Sichuan University,West China Sch Publ Hlth,Chengdu 610041,Sichuan,China.","Chengdu,China",104.07,30.67
1585,"CHA University,CHA Gumi Med Ctr,Dept Internal Med,Div Nephrol,Gumi,South Korea.","CHA University,South Korea",126.99778,37.568291
1586,"German Res Ctr Environm Hlth GmbH,Helmholtz Zentrum Munchen,Inst Hlth Econ & Hlth Care Management,Neuherberg,Germany.","German Res Ctr Environm Hlth GmbH,Germany",11.58828,48.22014
1587,"Vrije University Amsterdam,Amsterdam Publ Hlth Res Inst,Dept Gen Practice & Elderly Care Med,Med Ctr,Van der Boechorststr 7,NL-1081 BT Amsterdam,Netherlands.","Amsterdam,Netherlands",4.9166,52.35
1588,"Kanta Hame Cent Hosp,Dept Obstet & Gynecol,Hameenlinna,Finland.","Hameenlinna,Finland",24.472,60.997
1589,"University Groningen,University Med Ctr Groningen,Dept Pulm Dis,Groningen,Netherlands.","Groningen,Netherlands",6.58,53.2204
1590,"Inst University Cardiol & Pneumol Quebec,2725 Chemin St Foy,Quebec City,PQ G1V 4G5,Canada.","Quebec,Canada",-71.2456,46.84
1591,"Inst University Cardiol & Pneumol Quebec,2725 Chemin St Foy,Quebec City,PQ G1V 4G5,Canada.","Quebec,Canada",-71.2456,46.84
1592,"Para State University,Ctr Hlth & Biol Sci,Belem,Para,Brazil.","Belem,Brazil",-48.48,-1.45
1593,"University Med Ctr Hamburg Eppendorf,Inst Hlth Serv Res Dermatol & Nursing IVDP,CVderm German Ctr Hlth Serv Res Dermatol,Martinistr 52,D-20246 Hamburg,Germany.","Hamburg,Germany",10,53.55
1594,"Hosp Egas Moniz,Ctr Hosp Lisboa Ocidental,Serv Otorrinolaringol,Lisbon,Portugal.","Lisbon,Portugal",-9.1449,38.7227
1595,"Ankara Spine Ctr,Iran Caddesi 45-2 Kavaklidere,TR-06700 Ankara,Turkey.","Ankara,Turkey",32.8644,39.9272
1596,"University Calif San Francisco UCSF,Dept Orthopaed Surg,500 Parnassus Ave,MU West 3rd Floor,San Francisco,CA 94143 USA.","San Francisco,USA",-122.4429,37.7561
1597,"Guys & St Thomas NHS Fdn Trust,Dept Upper Gastrointestinal Surg,London SE1 7EH,United Kingdom.","London,United Kingdom",-0.1167,51.5
1598,"University New South Wales,Sch Womens & Childrens Hlth,Level 4,Execut Wing,High St,Randwick,NSW 2031,Australia.","University New South Wales,Australia",147.35096,-35.05692
1599,"University Amsterdam,Acad Med Ctr,Dept Med Psychol,Meibergdreef 15,NL-1105 AZ Amsterdam,Netherlands.","Amsterdam,Netherlands",4.9166,52.35
1600,"Texas A&M University,Coll Architecture,College Stn,TX 77843 USA.","Texas A&M University,USA",-96.493202,30.634001
1601,"Cedars Sinai Med Ctr,Dept Psychiat & Behav Neurosci,8730 Alden Dr,Thalians E-132,Los Angeles,CA 90048 USA.","Los Angeles,USA",-118.4068,34.114
1602,"Charite,Urol Klin,Hindenburgdamm 30,D-12200 Berlin,Germany.","Berlin,Germany",13.4015,52.5218
1603,"Acad Med Ctr,Emma Childrens Hosp,Psychosocial Dept,G8-136,Post Box 22660,NL-1100 DD Amsterdam,Netherlands.","Amsterdam,Netherlands",4.9166,52.35
1604,"European Haemophilia Consortium,Rue Ind,B-1000 Brussels,Belgium.","Brussels,Belgium",4.3333,50.8333
1605,"Evidera,7101 Wisconsin Ave,Suite 600,Bethesda,MD 20814 USA.","Evidera,USA",-101.322777,37.57299
